ChatGPT Criteria Output: Abstract Index, ChatGPT Overall Result, ChatGPT Criteria Result 1, ChatGPT Criteria Result 2 ...
898, 1, 1, 1, 1, 1, 0, 0, 0, 0
903, 1, 1, 1, 1, 1, 0, 0, 0, 0
905, 0, 0, 0, 0, 1, 0, 0, 1, 0
912, 1, 1, 1, 1, 1, 0, 0, 0, 0
924, 0, 0, 1, 1, 1, 0, 0, 0, 0
977, 1, 1, 1, 1, 1, 0, 0, 0, 0
992, 1, 1, 1, 1, 1, 0, 0, 0, 0
1002, 1, 1, 1, 1, 1, 0, 0, 0, 0
1017, 1, 1, 1, 1, 1, 0, 0, 0, 0
1037, 1, 1, 1, 1, 1, 0, 0, 0, 0
1053, 1, 1, 1, 1, 1, 0, 0, 0, 0
1059, 0, 1, 1, 1, 1, 0, 0, 0, 0
1061, 1, 1, 1, 1, 1, 0, 0, 0, 0
1096, 1, 1, 1, 1, 1, 0, 0, 0, 0
1105, 0, 1, 0, 1, 1, 0, 0, 0, 0
1111, 1, 1, 1, 1, 1, 0, 0, 0, 0
1118, 1, 1, 1, 1, 1, 0, 0, 0, 0
1126, 1, 1, 1, 1, 1, 0, 0, 0, 0
1145, 0, 0, 0, 0, 0, 1, 1, 1, 1
1166, 0, 0, 0, 0, 1, 0, 0, 1, 0
1180, 0, 0, 0, 0, 0, 0, 0, 1, 0
1189, 1, 1, 1, 1, 1, 0, 0, 0, 0
1208, 1, 1, 1, 1, 1, 0, 0, 0, 0
1219, 1, 1, 1, 1, 1, 0, 0, 0, 0
1222, 1, 1, 1, 1, 1, 0, 0, 0, 0
1223, 0, 0, 1, 1, 0, 0, 0, 0, 1
1225, 1, 1, 1, 1, 1, 0, 0, 0, 0
1244, 1, 1, 1, 1, 1, 0, 0, 0, 0
1255, 1, 1, 1, 1, 1, 0, 0, 0, 0
1256, 1, 1, 1, 1, 1, 0, 0, 0, 0
1275, 0, 0, 0, 0, 0, 0, 0, 1, 0
1279, 1, 1, 1, 1, 1, 0, 0, 0, 0
1287, 1, 1, 1, 1, 1, 0, 0, 0, 0
1307, 1, 1, 1, 1, 1, 0, 0, 0, 0
1321, 1, 1, 1, 1, 1, 0, 0, 0, 0
1322, 0, 1, 1, 1, 1, 0, 0, 0, 0
1347, 0, 0, 1, 1, 1, 0, 0, 1, 0
1349, 1, 1, 1, 1, 1, 0, 0, 0, 0
1364, 1, 1, 1, 1, 1, 0, 0, 0, 0
1367, 1, 1, 1, 1, 1, 0, 0, 0, 0
1376, 0, 1, 1, 1, 1, 0, 0, 1, 0
1396, 1, 1, 1, 1, 1, 0, 0, 0, 0
1397, 0, 1, 1, 1, 1, 0, 0, 0, 0
1415, 0, 0, 1, 1, 0, 0, 0, 1, 0
1453, 0, 0, 0, 0, 0, 0, 0, 1, 0
1462, 0, 0, 0, 0, 0, 1, 1, 1, 1
1463, 1, 1, 1, 1, 1, 0, 0, 0, 0
1467, 1, 1, 1, 1, 1, 0, 0, 0, 0
